,SPRADDR_ZIP_PR,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
15659,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
15660,OK,Fall 2015,University of Hawai`i at Manoa,1,2015
15661,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15662,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15663,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15664,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15665,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15666,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15667,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15668,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15669,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15670,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15671,MI,Fall 2015,University of Hawai`i at Manoa,1,2015
15672,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15673,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15674,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15675,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15676,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
15677,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15678,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15679,CO,Fall 2015,University of Hawai`i at Manoa,2,2015
15680,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15681,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15683,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15684,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
15685,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
15686,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15687,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15688,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
15689,PA,Fall 2015,University of Hawai`i at Manoa,1,2015
15690,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15691,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15692,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15693,MI,Fall 2015,University of Hawai`i at Manoa,1,2015
15694,NC,Fall 2015,University of Hawai`i at Manoa,1,2015
15695,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
15696,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15697,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15698,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15699,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15700,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
15701,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15702,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
15703,MO,Fall 2015,University of Hawai`i at Manoa,1,2015
15704,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15705,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15706,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
15707,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15708,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15709,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15710,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15711,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15712,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15713,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15715,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15716,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15717,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15718,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15719,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15720,MH,Fall 2015,University of Hawai`i at Manoa,2,2015
15721,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15722,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15723,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
15724,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15725,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15726,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15727,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15728,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15729,CO,Fall 2015,University of Hawai`i at Manoa,2,2015
15730,RI,Fall 2015,University of Hawai`i at Manoa,1,2015
15731,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
15732,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15733,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15734,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
15735,CO,Fall 2015,University of Hawai`i at Manoa,4,2015
15736,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15737,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
15738,NM,Fall 2015,University of Hawai`i at Manoa,1,2015
15739,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15740,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15741,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
15742,MS,Fall 2015,University of Hawai`i at Manoa,1,2015
15743,SD,Fall 2015,University of Hawai`i at Manoa,1,2015
15744,MO,Fall 2015,University of Hawai`i at Manoa,1,2015
15745,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15746,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15747,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15748,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15749,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15750,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15751,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15752,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15753,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15754,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15755,HI,Fall 2015,University of Hawai`i at Manoa,3,2015
15756,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15757,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
15758,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15759,SD,Fall 2015,University of Hawai`i at Manoa,1,2015
15760,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15761,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15762,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15763,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15764,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15765,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15766,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15767,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15768,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
15769,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15770,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
15771,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
15772,ND,Fall 2015,University of Hawai`i at Manoa,1,2015
15773,UT,Fall 2015,University of Hawai`i at Manoa,1,2015
15774,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15775,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15776,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15777,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15778,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15779,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15780,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
15781,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15782,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15783,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
15784,CO,Fall 2015,University of Hawai`i at Manoa,2,2015
15785,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15786,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15787,OH,Fall 2015,University of Hawai`i at Manoa,1,2015
15788,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15789,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15790,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
15791,SD,Fall 2015,University of Hawai`i at Manoa,1,2015
15792,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15793,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15794,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15795,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
15796,VT,Fall 2015,University of Hawai`i at Manoa,1,2015
15797,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15798,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15799,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15800,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15801,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15802,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
15803,UT,Fall 2015,University of Hawai`i at Manoa,1,2015
15804,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
15805,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15806,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15807,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15808,WI,Fall 2015,University of Hawai`i at Manoa,1,2015
15809,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15810,TN,Fall 2015,University of Hawai`i at Manoa,1,2015
15811,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15812,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15813,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15814,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
15815,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
15816,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15817,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15818,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15819,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15820,NV,Fall 2015,University of Hawai`i at Manoa,1,2015
15821,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15822,IL,Fall 2015,University of Hawai`i at Manoa,1,2015
15823,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15824,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
15825,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15826,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
15827,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15828,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15829,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15830,SC,Fall 2015,University of Hawai`i at Manoa,1,2015
15831,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15832,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
15833,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15834,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15835,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15836,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15837,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
15838,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15839,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15840,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
15841,WA,Fall 2015,University of Hawai`i at Manoa,2,2015
15842,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
15843,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15844,IL,Fall 2015,University of Hawai`i at Manoa,1,2015
15845,IA,Fall 2015,University of Hawai`i at Manoa,1,2015
15846,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15847,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
15848,SC,Fall 2015,University of Hawai`i at Manoa,1,2015
15849,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15850,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15851,MT,Fall 2015,University of Hawai`i at Manoa,1,2015
15853,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15854,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15855,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15856,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15857,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15858,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15859,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15860,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
15861,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
15862,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15863,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15864,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
15865,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
15866,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15867,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
15868,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15870,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
15871,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
15872,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15873,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15874,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
15875,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15876,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
15877,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
15878,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
15879,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
15880,WI,Fall 2015,University of Hawai`i at Manoa,1,2015
15881,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
15882,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15883,HI,Fall 2016,University of Hawai`i at Manoa,97,2016
15884,HI,Fall 2016,University of Hawai`i at Manoa,15,2016
15885,HI,Fall 2016,University of Hawai`i at Manoa,4,2016
15886,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15887,HI,Fall 2016,University of Hawai`i at Manoa,43,2016
15888,HI,Fall 2016,University of Hawai`i at Manoa,182,2016
15889,HI,Fall 2016,University of Hawai`i at Manoa,10,2016
15890,HI,Fall 2016,University of Hawai`i at Manoa,163,2016
15891,HI,Fall 2016,University of Hawai`i at Manoa,92,2016
15892,HI,Fall 2016,University of Hawai`i at Manoa,266,2016
15893,HI,Fall 2016,University of Hawai`i at Manoa,72,2016
15895,HI,Fall 2016,University of Hawai`i at Manoa,24,2016
15896,HI,Fall 2016,University of Hawai`i at Manoa,4,2016
15897,HI,Fall 2016,University of Hawai`i at Manoa,2,2016
15898,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
15899,HI,Fall 2016,University of Hawai`i at Manoa,29,2016
15900,HI,Fall 2016,University of Hawai`i at Manoa,4,2016
15901,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
15902,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15903,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15904,HI,Fall 2016,University of Hawai`i at Manoa,45,2016
15905,HI,Fall 2016,University of Hawai`i at Manoa,3,2016
15906,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15907,HI,Fall 2016,University of Hawai`i at Manoa,44,2016
15908,OR,Fall 2016,University of Hawai`i at Manoa,2,2016
15909,HI,Fall 2016,University of Hawai`i at Manoa,11,2016
15910,HI,Fall 2016,University of Hawai`i at Manoa,141,2016
15911,HI,Fall 2016,University of Hawai`i at Manoa,51,2016
15912,WA,Fall 2016,University of Hawai`i at Manoa,3,2016
15913,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15914,HI,Fall 2016,University of Hawai`i at Manoa,2,2016
15915,AZ,Fall 2016,University of Hawai`i at Manoa,1,2016
15916,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15917,HI,Fall 2016,University of Hawai`i at Manoa,36,2016
15918,NC,Fall 2016,University of Hawai`i at Manoa,1,2016
15919,HI,Fall 2016,University of Hawai`i at Manoa,17,2016
15920,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15921,AZ,Fall 2016,University of Hawai`i at Manoa,1,2016
15922,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15923,HI,Fall 2016,University of Hawai`i at Manoa,3,2016
15924,HI,Fall 2016,University of Hawai`i at Manoa,5,2016
15925,OH,Fall 2016,University of Hawai`i at Manoa,1,2016
15926,AZ,Fall 2016,University of Hawai`i at Manoa,2,2016
15927,HI,Fall 2016,University of Hawai`i at Manoa,76,2016
15928,AZ,Fall 2016,University of Hawai`i at Manoa,1,2016
15929,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15930,HI,Fall 2016,University of Hawai`i at Manoa,9,2016
15931,HI,Fall 2016,University of Hawai`i at Manoa,6,2016
15932,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15933,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
15934,HI,Fall 2016,University of Hawai`i at Manoa,21,2016
15935,HI,Fall 2016,University of Hawai`i at Manoa,6,2016
15936,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15937,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15938,CO,Fall 2016,University of Hawai`i at Manoa,1,2016
15939,PA,Fall 2016,University of Hawai`i at Manoa,1,2016
15940,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15941,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15942,NY,Fall 2016,University of Hawai`i at Manoa,1,2016
15943,HI,Fall 2016,University of Hawai`i at Manoa,18,2016
15944,HI,Fall 2016,University of Hawai`i at Manoa,36,2016
15945,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
15946,CT,Fall 2016,University of Hawai`i at Manoa,1,2016
15947,UT,Fall 2016,University of Hawai`i at Manoa,1,2016
15948,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15949,KY,Fall 2016,University of Hawai`i at Manoa,1,2016
15950,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15951,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
15952,MT,Fall 2016,University of Hawai`i at Manoa,1,2016
15953,NH,Fall 2016,University of Hawai`i at Manoa,2,2016
15954,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15955,MA,Fall 2016,University of Hawai`i at Manoa,1,2016
15956,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
15957,HI,Fall 2016,University of Hawai`i at Manoa,2,2016
15958,AR,Fall 2016,University of Hawai`i at Manoa,1,2016
15959,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
15960,ID,Fall 2016,University of Hawai`i at Manoa,1,2016
15961,AZ,Fall 2016,University of Hawai`i at Manoa,1,2016
15962,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15963,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15964,HI,Fall 2016,University of Hawai`i at Manoa,2,2016
15965,MT,Fall 2016,University of Hawai`i at Manoa,1,2016
15966,CA,Fall 2016,University of Hawai`i at Manoa,6,2016
15967,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15968,OR,Fall 2016,University of Hawai`i at Manoa,3,2016
15969,CA,Fall 2016,University of Hawai`i at Manoa,3,2016
15970,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15971,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15972,HI,Fall 2016,University of Hawai`i at Manoa,4,2016
15973,CO,Fall 2016,University of Hawai`i at Manoa,2,2016
15974,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15975,HI,Fall 2016,University of Hawai`i at Manoa,11,2016
15976,HI,Fall 2016,University of Hawai`i at Manoa,74,2016
15977,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15978,WI,Fall 2016,University of Hawai`i at Manoa,1,2016
15979,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15980,HI,Fall 2016,University of Hawai`i at Manoa,9,2016
15981,HI,Fall 2016,University of Hawai`i at Manoa,5,2016
15982,MS,Fall 2016,University of Hawai`i at Manoa,1,2016
15983,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15984,HI,Fall 2016,University of Hawai`i at Manoa,3,2016
15985,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
15986,HI,Fall 2016,University of Hawai`i at Manoa,12,2016
15987,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
15988,HI,Fall 2016,University of Hawai`i at Manoa,11,2016
15989,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
15990,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15991,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15992,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
15993,CO,Fall 2016,University of Hawai`i at Manoa,1,2016
15994,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15995,NV,Fall 2016,University of Hawai`i at Manoa,1,2016
15996,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
15997,HI,Fall 2016,University of Hawai`i at Manoa,7,2016
15998,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
15999,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16000,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
16001,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16002,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
16003,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16004,TX,Fall 2016,University of Hawai`i at Manoa,1,2016
16005,CO,Fall 2016,University of Hawai`i at Manoa,1,2016
16006,HI,Fall 2016,University of Hawai`i at Manoa,2,2016
16007,HI,Fall 2016,University of Hawai`i at Manoa,10,2016
16008,MI,Fall 2016,University of Hawai`i at Manoa,3,2016
16009,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
16010,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16011,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16012,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16013,CA,Fall 2016,University of Hawai`i at Manoa,6,2016
16014,TX,Fall 2016,University of Hawai`i at Manoa,1,2016
16015,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
16016,AZ,Fall 2016,University of Hawai`i at Manoa,1,2016
16017,HI,Fall 2016,University of Hawai`i at Manoa,5,2016
